bhat	beta	type
1.043892e-01	0.000000e+00	1e+00
1.253044e-01	0.000000e+00	2e+00
3.209300e-02	0.000000e+00	1e+00
5.137824e-02	0.000000e+00	2e+00
-2.038037e-02	0.000000e+00	1e+00
-3.473590e-02	0.000000e+00	2e+00
-7.662189e-02	0.000000e+00	1e+00
-3.491087e-02	0.000000e+00	2e+00
1.077869e-02	0.000000e+00	1e+00
-4.620304e-03	0.000000e+00	2e+00
-2.751127e-02	0.000000e+00	1e+00
-1.665742e-02	0.000000e+00	2e+00
3.233612e-02	0.000000e+00	1e+00
-5.853667e-02	0.000000e+00	2e+00
-3.288236e-02	0.000000e+00	1e+00
-3.067343e-02	0.000000e+00	2e+00
-2.983093e-02	0.000000e+00	1e+00
5.074784e-02	0.000000e+00	2e+00
-2.807354e-02	0.000000e+00	1e+00
-3.657711e-02	0.000000e+00	2e+00
8.664245e-02	0.000000e+00	1e+00
1.545735e-01	0.000000e+00	2e+00
-3.414150e-02	0.000000e+00	1e+00
-8.807966e-03	0.000000e+00	2e+00
-1.995865e-02	0.000000e+00	1e+00
-1.265428e-02	0.000000e+00	2e+00
1.036519e-01	0.000000e+00	1e+00
2.311405e-01	0.000000e+00	2e+00
-8.212459e-03	0.000000e+00	1e+00
1.563430e-02	0.000000e+00	2e+00
1.926980e-02	0.000000e+00	1e+00
6.418050e-02	0.000000e+00	2e+00
3.687999e-02	0.000000e+00	1e+00
-3.901378e-02	0.000000e+00	2e+00
-5.275707e-02	0.000000e+00	1e+00
1.527065e-02	0.000000e+00	2e+00
2.598884e-02	0.000000e+00	1e+00
1.127338e-02	0.000000e+00	2e+00
1.005087e-01	0.000000e+00	1e+00
1.447058e-02	0.000000e+00	2e+00
6.534950e-02	0.000000e+00	1e+00
7.690344e-02	0.000000e+00	2e+00
-1.577431e-02	0.000000e+00	1e+00
-6.041815e-02	0.000000e+00	2e+00
3.805645e-02	0.000000e+00	1e+00
5.581751e-02	0.000000e+00	2e+00
-6.332400e-02	0.000000e+00	1e+00
-3.851550e-02	0.000000e+00	2e+00
1.568163e-01	0.000000e+00	1e+00
7.238116e-02	0.000000e+00	2e+00
1.115448e-02	0.000000e+00	1e+00
1.722139e-02	0.000000e+00	2e+00
-3.680028e-02	0.000000e+00	1e+00
6.297872e-02	0.000000e+00	2e+00
-5.472667e-03	0.000000e+00	1e+00
6.271780e-02	0.000000e+00	2e+00
-1.016833e-01	0.000000e+00	1e+00
-2.102070e-01	0.000000e+00	2e+00
-5.876098e-03	0.000000e+00	1e+00
-1.739520e-02	0.000000e+00	2e+00
9.587896e-02	0.000000e+00	1e+00
6.814124e-02	0.000000e+00	2e+00
6.253036e-02	0.000000e+00	1e+00
2.652368e-02	0.000000e+00	2e+00
-5.240734e-02	0.000000e+00	1e+00
-1.649961e-02	0.000000e+00	2e+00
-2.113965e-03	0.000000e+00	1e+00
-1.497701e-02	0.000000e+00	2e+00
4.982565e-03	0.000000e+00	1e+00
1.212909e-01	0.000000e+00	2e+00
-7.636457e-02	0.000000e+00	1e+00
-8.657488e-02	0.000000e+00	2e+00
1.564472e-02	0.000000e+00	1e+00
2.262766e-03	0.000000e+00	2e+00
2.549910e-02	0.000000e+00	1e+00
1.024625e-01	0.000000e+00	2e+00
7.687917e-03	0.000000e+00	1e+00
7.710458e-02	0.000000e+00	2e+00
-2.153559e-02	0.000000e+00	1e+00
-5.577018e-03	0.000000e+00	2e+00
3.782706e-02	0.000000e+00	1e+00
4.131312e-02	0.000000e+00	2e+00
4.775035e-02	0.000000e+00	1e+00
5.602287e-02	0.000000e+00	2e+00
6.510304e-02	0.000000e+00	1e+00
6.379162e-02	0.000000e+00	2e+00
-9.394373e-02	0.000000e+00	1e+00
-6.842046e-02	0.000000e+00	2e+00
-4.695500e-02	0.000000e+00	1e+00
1.202676e-02	0.000000e+00	2e+00
-4.842994e-02	0.000000e+00	1e+00
4.750679e-03	0.000000e+00	2e+00
6.167294e-02	0.000000e+00	1e+00
1.675357e-02	0.000000e+00	2e+00
6.160170e-02	0.000000e+00	1e+00
7.285670e-02	0.000000e+00	2e+00
3.932819e-02	0.000000e+00	1e+00
4.270436e-02	0.000000e+00	2e+00
1.695498e-02	0.000000e+00	1e+00
-6.827801e-02	0.000000e+00	2e+00
-1.454946e-02	0.000000e+00	1e+00
-1.087365e-01	0.000000e+00	2e+00
-4.983158e-02	0.000000e+00	1e+00
-3.706433e-02	0.000000e+00	2e+00
8.372836e-02	0.000000e+00	1e+00
-1.485324e-02	0.000000e+00	2e+00
2.201080e-02	0.000000e+00	1e+00
9.556702e-02	0.000000e+00	2e+00
-5.558512e-02	0.000000e+00	1e+00
3.377357e-02	0.000000e+00	2e+00
6.550258e-02	0.000000e+00	1e+00
1.362508e-01	0.000000e+00	2e+00
-1.224781e-02	0.000000e+00	1e+00
2.278229e-03	0.000000e+00	2e+00
-9.844424e-04	0.000000e+00	1e+00
1.208926e-02	0.000000e+00	2e+00
9.253407e-02	0.000000e+00	1e+00
1.153287e-01	0.000000e+00	2e+00
8.493520e-02	0.000000e+00	1e+00
6.912076e-02	0.000000e+00	2e+00
-1.316717e-02	0.000000e+00	1e+00
3.329545e-02	0.000000e+00	2e+00
1.844960e-02	0.000000e+00	1e+00
-1.694765e-02	0.000000e+00	2e+00
-5.902403e-02	0.000000e+00	1e+00
-3.249553e-02	0.000000e+00	2e+00
1.253399e-02	0.000000e+00	1e+00
-5.885987e-02	0.000000e+00	2e+00
4.996880e-02	0.000000e+00	1e+00
5.876069e-02	0.000000e+00	2e+00
-3.149108e-03	0.000000e+00	1e+00
-5.635959e-02	0.000000e+00	2e+00
7.934597e-02	0.000000e+00	1e+00
7.320290e-02	0.000000e+00	2e+00
-4.649942e-02	0.000000e+00	1e+00
-1.444545e-02	0.000000e+00	2e+00
3.991887e-02	0.000000e+00	1e+00
3.483675e-02	0.000000e+00	2e+00
-1.071605e-02	0.000000e+00	1e+00
6.270870e-03	0.000000e+00	2e+00
4.346689e-02	0.000000e+00	1e+00
3.094430e-02	0.000000e+00	2e+00
6.685143e-02	0.000000e+00	1e+00
5.454983e-02	0.000000e+00	2e+00
-1.227058e-02	0.000000e+00	1e+00
-2.157124e-02	0.000000e+00	2e+00
-1.481225e-01	0.000000e+00	1e+00
-4.649636e-02	0.000000e+00	2e+00
5.085482e-02	0.000000e+00	1e+00
-1.072265e-02	0.000000e+00	2e+00
3.897554e-02	0.000000e+00	1e+00
5.120262e-02	0.000000e+00	2e+00
8.021151e-02	0.000000e+00	1e+00
8.982804e-02	0.000000e+00	2e+00
-2.836713e-02	0.000000e+00	1e+00
4.312181e-02	0.000000e+00	2e+00
-4.703588e-02	0.000000e+00	1e+00
6.061430e-02	0.000000e+00	2e+00
-6.287408e-02	0.000000e+00	1e+00
-7.529906e-02	0.000000e+00	2e+00
-7.885199e-02	0.000000e+00	1e+00
-8.085744e-02	0.000000e+00	2e+00
2.299751e-04	0.000000e+00	1e+00
-2.040024e-03	0.000000e+00	2e+00
3.682357e-03	0.000000e+00	1e+00
2.735494e-02	0.000000e+00	2e+00
4.042951e-02	0.000000e+00	1e+00
7.146551e-02	0.000000e+00	2e+00
-1.165314e-02	0.000000e+00	1e+00
4.193753e-02	0.000000e+00	2e+00
-8.141505e-02	0.000000e+00	1e+00
-4.327540e-02	0.000000e+00	2e+00
-3.312161e-02	0.000000e+00	1e+00
-2.829675e-03	0.000000e+00	2e+00
6.849534e-02	0.000000e+00	1e+00
2.226219e-02	0.000000e+00	2e+00
-1.193792e-01	0.000000e+00	1e+00
-9.438061e-02	0.000000e+00	2e+00
5.085110e-03	0.000000e+00	1e+00
5.443336e-02	0.000000e+00	2e+00
-1.487117e-02	0.000000e+00	1e+00
4.742305e-02	0.000000e+00	2e+00
-6.287677e-02	0.000000e+00	1e+00
-4.540969e-02	0.000000e+00	2e+00
-8.713710e-02	0.000000e+00	1e+00
-5.122348e-02	0.000000e+00	2e+00
2.759003e-02	0.000000e+00	1e+00
3.332987e-02	0.000000e+00	2e+00
6.336156e-03	0.000000e+00	1e+00
-4.309899e-02	0.000000e+00	2e+00
1.490610e-02	0.000000e+00	1e+00
-9.260358e-03	0.000000e+00	2e+00
7.414083e-02	0.000000e+00	1e+00
-8.009550e-03	0.000000e+00	2e+00
7.091456e-02	0.000000e+00	1e+00
5.562150e-02	0.000000e+00	2e+00
-7.744663e-02	0.000000e+00	1e+00
-2.711694e-02	0.000000e+00	2e+00
8.755686e-02	0.000000e+00	1e+00
6.128814e-02	0.000000e+00	2e+00
1.124930e-01	0.000000e+00	1e+00
2.337766e-02	0.000000e+00	2e+00
7.575853e-02	0.000000e+00	1e+00
2.271672e-02	0.000000e+00	2e+00
1.747489e-02	0.000000e+00	1e+00
-3.923396e-02	0.000000e+00	2e+00
5.846557e-02	0.000000e+00	1e+00
1.596511e-01	0.000000e+00	2e+00
-1.643329e-02	0.000000e+00	1e+00
-5.680017e-02	0.000000e+00	2e+00
3.664212e-03	0.000000e+00	1e+00
4.170791e-03	0.000000e+00	2e+00
6.036101e-02	0.000000e+00	1e+00
1.105034e-01	0.000000e+00	2e+00
8.992747e-02	0.000000e+00	1e+00
5.399113e-02	0.000000e+00	2e+00
9.043500e-02	0.000000e+00	1e+00
1.511264e-03	0.000000e+00	2e+00
1.068782e-01	0.000000e+00	1e+00
4.906287e-02	0.000000e+00	2e+00
-1.187836e-01	0.000000e+00	1e+00
-5.481138e-02	0.000000e+00	2e+00
-6.170554e-04	0.000000e+00	1e+00
7.356861e-02	0.000000e+00	2e+00
7.200205e-02	0.000000e+00	1e+00
2.362277e-02	0.000000e+00	2e+00
-7.769916e-03	0.000000e+00	1e+00
3.773472e-02	0.000000e+00	2e+00
-2.458743e-02	0.000000e+00	1e+00
-7.881910e-02	0.000000e+00	2e+00
-5.219283e-02	0.000000e+00	1e+00
-1.987711e-02	0.000000e+00	2e+00
-6.076896e-02	0.000000e+00	1e+00
-1.400949e-01	0.000000e+00	2e+00
5.209702e-02	0.000000e+00	1e+00
2.272854e-02	0.000000e+00	2e+00
-3.138808e-02	0.000000e+00	1e+00
1.960244e-02	0.000000e+00	2e+00
3.617702e-02	0.000000e+00	1e+00
-1.664362e-02	0.000000e+00	2e+00
3.340267e-02	0.000000e+00	1e+00
8.848034e-02	0.000000e+00	2e+00
-3.634934e-02	0.000000e+00	1e+00
-8.875269e-02	0.000000e+00	2e+00
-4.250437e-02	0.000000e+00	1e+00
-5.467053e-03	0.000000e+00	2e+00
1.767816e-02	0.000000e+00	1e+00
-2.781245e-02	0.000000e+00	2e+00
2.470842e-02	0.000000e+00	1e+00
7.296875e-02	0.000000e+00	2e+00
-5.406608e-02	0.000000e+00	1e+00
-6.233262e-02	0.000000e+00	2e+00
-1.454046e-02	0.000000e+00	1e+00
2.294728e-02	0.000000e+00	2e+00
1.124873e-02	0.000000e+00	1e+00
-5.724734e-02	0.000000e+00	2e+00
2.994309e-02	0.000000e+00	1e+00
3.695676e-02	0.000000e+00	2e+00
-2.594794e-02	0.000000e+00	1e+00
-2.726065e-02	0.000000e+00	2e+00
-1.227710e-01	0.000000e+00	1e+00
-3.504512e-02	0.000000e+00	2e+00
2.922867e-04	0.000000e+00	1e+00
1.037570e-01	0.000000e+00	2e+00
1.947446e-03	0.000000e+00	1e+00
-1.020764e-01	0.000000e+00	2e+00
1.571073e-01	0.000000e+00	1e+00
7.425430e-02	0.000000e+00	2e+00
-6.157476e-02	0.000000e+00	1e+00
-3.391309e-03	0.000000e+00	2e+00
3.855282e-03	0.000000e+00	1e+00
3.188067e-02	0.000000e+00	2e+00
-8.614262e-02	0.000000e+00	1e+00
-1.155630e-01	0.000000e+00	2e+00
1.620295e-02	0.000000e+00	1e+00
2.274300e-02	0.000000e+00	2e+00
-3.622387e-02	0.000000e+00	1e+00
-5.631164e-02	0.000000e+00	2e+00
5.027077e-02	0.000000e+00	1e+00
8.654872e-02	0.000000e+00	2e+00
1.571215e-03	0.000000e+00	1e+00
-4.486445e-02	0.000000e+00	2e+00
-1.499735e-01	0.000000e+00	1e+00
-2.039483e-01	0.000000e+00	2e+00
2.951340e-02	0.000000e+00	1e+00
4.002009e-02	0.000000e+00	2e+00
2.481402e-02	0.000000e+00	1e+00
-3.162619e-02	0.000000e+00	2e+00
-3.896768e-02	0.000000e+00	1e+00
-4.013103e-02	0.000000e+00	2e+00
1.431659e-02	0.000000e+00	1e+00
-3.927522e-02	0.000000e+00	2e+00
1.280370e-01	0.000000e+00	1e+00
2.348743e-01	0.000000e+00	2e+00
-5.670941e-03	0.000000e+00	1e+00
1.659431e-02	0.000000e+00	2e+00
-9.757334e-03	0.000000e+00	1e+00
1.297220e-02	0.000000e+00	2e+00
2.190877e-02	0.000000e+00	1e+00
-3.793615e-02	0.000000e+00	2e+00
1.695845e-02	0.000000e+00	1e+00
4.457293e-02	0.000000e+00	2e+00
2.793354e-02	0.000000e+00	1e+00
1.032744e-01	0.000000e+00	2e+00
-2.668009e-02	0.000000e+00	1e+00
3.739004e-02	0.000000e+00	2e+00
1.016793e-01	0.000000e+00	1e+00
5.909387e-02	0.000000e+00	2e+00
2.025746e-02	0.000000e+00	1e+00
3.364478e-02	0.000000e+00	2e+00
-5.137715e-02	0.000000e+00	1e+00
2.805043e-02	0.000000e+00	2e+00
-7.373340e-02	0.000000e+00	1e+00
-1.030182e-01	0.000000e+00	2e+00
4.826487e-03	0.000000e+00	1e+00
7.052107e-03	0.000000e+00	2e+00
1.417120e-02	0.000000e+00	1e+00
3.133884e-02	0.000000e+00	2e+00
-1.236174e-01	0.000000e+00	1e+00
-1.977248e-01	0.000000e+00	2e+00
3.356948e-02	0.000000e+00	1e+00
-4.144417e-02	0.000000e+00	2e+00
8.442472e-02	0.000000e+00	1e+00
2.427657e-02	0.000000e+00	2e+00
7.297771e-02	0.000000e+00	1e+00
7.407586e-02	0.000000e+00	2e+00
3.871889e-02	0.000000e+00	1e+00
-7.567460e-02	0.000000e+00	2e+00
-5.321850e-03	0.000000e+00	1e+00
1.594109e-02	0.000000e+00	2e+00
2.327580e-02	0.000000e+00	1e+00
-1.741080e-02	0.000000e+00	2e+00
5.295009e-04	0.000000e+00	1e+00
-7.271587e-03	0.000000e+00	2e+00
-2.432460e-02	0.000000e+00	1e+00
-6.151564e-02	0.000000e+00	2e+00
5.689176e-02	0.000000e+00	1e+00
-9.845687e-03	0.000000e+00	2e+00
-4.524668e-03	0.000000e+00	1e+00
-1.916540e-02	0.000000e+00	2e+00
1.476727e-01	0.000000e+00	1e+00
-4.450225e-03	0.000000e+00	2e+00
-2.596499e-02	0.000000e+00	1e+00
-5.777120e-02	0.000000e+00	2e+00
2.132238e-02	0.000000e+00	1e+00
-2.206629e-02	0.000000e+00	2e+00
-1.933213e-01	0.000000e+00	1e+00
1.372426e-02	0.000000e+00	2e+00
-7.042691e-02	0.000000e+00	1e+00
-9.116649e-02	0.000000e+00	2e+00
1.227388e-02	0.000000e+00	1e+00
5.886429e-03	0.000000e+00	2e+00
-5.088248e-02	0.000000e+00	1e+00
-2.007446e-02	0.000000e+00	2e+00
-8.534506e-02	0.000000e+00	1e+00
-1.494226e-02	0.000000e+00	2e+00
-2.831853e-02	0.000000e+00	1e+00
-2.775629e-02	0.000000e+00	2e+00
3.454214e-02	0.000000e+00	1e+00
-5.335307e-02	0.000000e+00	2e+00
1.039663e-01	0.000000e+00	1e+00
1.783325e-01	0.000000e+00	2e+00
7.794776e-02	0.000000e+00	1e+00
3.322922e-02	0.000000e+00	2e+00
1.841214e-01	0.000000e+00	1e+00
2.340142e-01	0.000000e+00	2e+00
4.195192e-02	0.000000e+00	1e+00
-8.269550e-02	0.000000e+00	2e+00
-4.097846e-02	0.000000e+00	1e+00
-5.285440e-03	0.000000e+00	2e+00
8.853987e-02	0.000000e+00	1e+00
7.715253e-02	0.000000e+00	2e+00
-8.086257e-02	0.000000e+00	1e+00
-1.803395e-01	0.000000e+00	2e+00
3.500424e-02	0.000000e+00	1e+00
1.667692e-02	0.000000e+00	2e+00
-1.418321e-02	0.000000e+00	1e+00
1.836695e-03	0.000000e+00	2e+00
3.739723e-02	0.000000e+00	1e+00
7.704829e-02	0.000000e+00	2e+00
4.780514e-02	0.000000e+00	1e+00
7.274284e-02	0.000000e+00	2e+00
-6.295882e-02	0.000000e+00	1e+00
-5.080029e-02	0.000000e+00	2e+00
-8.341641e-02	0.000000e+00	1e+00
-1.243138e-01	0.000000e+00	2e+00
9.843772e-02	0.000000e+00	1e+00
1.718348e-01	0.000000e+00	2e+00
3.506132e-02	0.000000e+00	1e+00
-2.383107e-02	0.000000e+00	2e+00
4.679847e-02	0.000000e+00	1e+00
7.525353e-02	0.000000e+00	2e+00
3.953399e-02	0.000000e+00	1e+00
5.472868e-02	0.000000e+00	2e+00
5.104489e-03	0.000000e+00	1e+00
6.019777e-02	0.000000e+00	2e+00
-2.393778e-02	0.000000e+00	1e+00
2.622080e-02	0.000000e+00	2e+00
-2.453876e-03	0.000000e+00	1e+00
-6.918489e-02	0.000000e+00	2e+00
-4.429445e-02	0.000000e+00	1e+00
-8.295794e-02	0.000000e+00	2e+00
6.753305e-02	0.000000e+00	1e+00
9.264309e-02	0.000000e+00	2e+00
-1.273998e-01	0.000000e+00	1e+00
-8.333031e-02	0.000000e+00	2e+00
-3.654945e-02	0.000000e+00	1e+00
4.078272e-02	0.000000e+00	2e+00
-1.371843e-01	0.000000e+00	1e+00
-8.584491e-02	0.000000e+00	2e+00
4.161337e-03	0.000000e+00	1e+00
-1.004606e-01	0.000000e+00	2e+00
1.714361e-02	0.000000e+00	1e+00
7.719106e-02	0.000000e+00	2e+00
7.677029e-02	0.000000e+00	1e+00
1.192801e-01	0.000000e+00	2e+00
2.370571e-01	0.000000e+00	1e+00
3.397622e-02	0.000000e+00	2e+00
3.222605e-02	0.000000e+00	1e+00
4.317084e-02	0.000000e+00	2e+00
-1.042594e-01	0.000000e+00	1e+00
-1.399220e-01	0.000000e+00	2e+00
-3.396546e-02	0.000000e+00	1e+00
-5.245706e-02	0.000000e+00	2e+00
2.279732e-02	0.000000e+00	1e+00
-2.562394e-02	0.000000e+00	2e+00
-1.678657e-02	0.000000e+00	1e+00
-7.363735e-02	0.000000e+00	2e+00
5.025886e-02	0.000000e+00	1e+00
-5.350178e-02	0.000000e+00	2e+00
1.334203e-02	0.000000e+00	1e+00
-6.277384e-02	0.000000e+00	2e+00
2.993508e-02	0.000000e+00	1e+00
6.386846e-02	0.000000e+00	2e+00
1.462294e-01	0.000000e+00	1e+00
3.507303e-02	0.000000e+00	2e+00
5.311996e-02	0.000000e+00	1e+00
1.370415e-02	0.000000e+00	2e+00
-5.924884e-02	0.000000e+00	1e+00
7.484782e-02	0.000000e+00	2e+00
-9.223643e-03	0.000000e+00	1e+00
-3.011671e-02	0.000000e+00	2e+00
5.824181e-02	0.000000e+00	1e+00
1.749105e-02	0.000000e+00	2e+00
-2.010768e-02	0.000000e+00	1e+00
-1.085383e-01	0.000000e+00	2e+00
-5.518024e-03	0.000000e+00	1e+00
-4.697616e-03	0.000000e+00	2e+00
2.222061e-04	0.000000e+00	1e+00
-1.869110e-02	0.000000e+00	2e+00
-8.449760e-02	0.000000e+00	1e+00
-2.762280e-02	0.000000e+00	2e+00
3.408132e-02	0.000000e+00	1e+00
6.638625e-02	0.000000e+00	2e+00
4.374234e-02	0.000000e+00	1e+00
2.143058e-02	0.000000e+00	2e+00
8.431835e-02	0.000000e+00	1e+00
8.372969e-02	0.000000e+00	2e+00
3.012938e-02	0.000000e+00	1e+00
9.729099e-02	0.000000e+00	2e+00
-1.580868e-02	0.000000e+00	1e+00
8.160438e-03	0.000000e+00	2e+00
1.670693e-03	0.000000e+00	1e+00
2.870225e-03	0.000000e+00	2e+00
-3.636782e-02	0.000000e+00	1e+00
-2.125354e-02	0.000000e+00	2e+00
-7.959854e-02	0.000000e+00	1e+00
-1.422964e-02	0.000000e+00	2e+00
5.272214e-02	0.000000e+00	1e+00
9.784944e-02	0.000000e+00	2e+00
3.888325e-02	0.000000e+00	1e+00
9.653750e-02	0.000000e+00	2e+00
-2.043212e-02	0.000000e+00	1e+00
-7.888151e-02	0.000000e+00	2e+00
-6.524371e-02	0.000000e+00	1e+00
2.038349e-02	0.000000e+00	2e+00
3.244300e-02	0.000000e+00	1e+00
7.586931e-03	0.000000e+00	2e+00
-7.267916e-02	0.000000e+00	1e+00
3.634248e-02	0.000000e+00	2e+00
5.385477e-02	0.000000e+00	1e+00
1.448631e-01	0.000000e+00	2e+00
-2.765800e-02	0.000000e+00	1e+00
-8.462197e-02	0.000000e+00	2e+00
3.771244e-02	0.000000e+00	1e+00
-3.703608e-03	0.000000e+00	2e+00
-3.188025e-02	0.000000e+00	1e+00
-1.635979e-02	0.000000e+00	2e+00
-1.901158e-02	0.000000e+00	1e+00
-6.861994e-02	0.000000e+00	2e+00
-7.159627e-02	0.000000e+00	1e+00
-4.407601e-02	0.000000e+00	2e+00
-1.904475e-02	0.000000e+00	1e+00
9.238348e-04	0.000000e+00	2e+00
-8.980295e-02	0.000000e+00	1e+00
-1.376874e-01	0.000000e+00	2e+00
9.229469e-02	0.000000e+00	1e+00
1.259301e-01	0.000000e+00	2e+00
-5.979707e-02	0.000000e+00	1e+00
-1.045728e-01	0.000000e+00	2e+00
-1.566282e-02	0.000000e+00	1e+00
1.311533e-03	0.000000e+00	2e+00
3.034400e-02	0.000000e+00	1e+00
-1.285380e-02	0.000000e+00	2e+00
-2.044912e-02	0.000000e+00	1e+00
-9.014816e-02	0.000000e+00	2e+00
-2.385377e-02	0.000000e+00	1e+00
4.986077e-02	0.000000e+00	2e+00
1.509617e-02	0.000000e+00	1e+00
9.734126e-02	0.000000e+00	2e+00
2.350886e-03	0.000000e+00	1e+00
2.556062e-02	0.000000e+00	2e+00
6.220817e-02	0.000000e+00	1e+00
6.628946e-02	0.000000e+00	2e+00
1.346931e-01	0.000000e+00	1e+00
2.603496e-01	0.000000e+00	2e+00
-1.257815e-02	0.000000e+00	1e+00
2.051267e-02	0.000000e+00	2e+00
7.282921e-02	0.000000e+00	1e+00
6.006735e-02	0.000000e+00	2e+00
-5.805004e-02	0.000000e+00	1e+00
-3.998566e-02	0.000000e+00	2e+00
3.081211e-02	0.000000e+00	1e+00
3.425224e-02	0.000000e+00	2e+00
-4.442677e-02	0.000000e+00	1e+00
2.622687e-02	0.000000e+00	2e+00
-3.276813e-02	0.000000e+00	1e+00
1.294450e-02	0.000000e+00	2e+00
5.839727e-02	0.000000e+00	1e+00
1.240324e-01	0.000000e+00	2e+00
7.377204e-02	0.000000e+00	1e+00
7.620010e-02	0.000000e+00	2e+00
3.781896e-02	0.000000e+00	1e+00
1.009527e-01	0.000000e+00	2e+00
-8.097738e-02	0.000000e+00	1e+00
-9.543723e-02	0.000000e+00	2e+00
1.050914e-01	0.000000e+00	1e+00
8.235211e-02	0.000000e+00	2e+00
8.291204e-02	0.000000e+00	1e+00
5.799219e-02	0.000000e+00	2e+00
-5.798628e-02	0.000000e+00	1e+00
-6.475952e-02	0.000000e+00	2e+00
-6.552179e-02	0.000000e+00	1e+00
-6.247256e-02	0.000000e+00	2e+00
4.930256e-02	0.000000e+00	1e+00
-3.773880e-02	0.000000e+00	2e+00
6.833532e-02	0.000000e+00	1e+00
2.482887e-02	0.000000e+00	2e+00
-8.853338e-02	0.000000e+00	1e+00
-4.249166e-02	0.000000e+00	2e+00
-1.106616e-02	0.000000e+00	1e+00
3.896260e-02	0.000000e+00	2e+00
-3.125699e-02	0.000000e+00	1e+00
8.459444e-03	0.000000e+00	2e+00
-6.005713e-02	0.000000e+00	1e+00
-4.767438e-02	0.000000e+00	2e+00
-8.440727e-02	0.000000e+00	1e+00
-4.977902e-02	0.000000e+00	2e+00
-2.192035e-02	0.000000e+00	1e+00
-4.298773e-02	0.000000e+00	2e+00
-8.274119e-02	0.000000e+00	1e+00
-6.256238e-02	0.000000e+00	2e+00
1.002129e-01	0.000000e+00	1e+00
-4.986592e-02	0.000000e+00	2e+00
8.072496e-03	0.000000e+00	1e+00
6.497573e-02	0.000000e+00	2e+00
3.214681e-02	0.000000e+00	1e+00
1.779317e-02	0.000000e+00	2e+00
-3.765391e-02	0.000000e+00	1e+00
1.593694e-02	0.000000e+00	2e+00
-4.247595e-02	0.000000e+00	1e+00
-1.976446e-02	0.000000e+00	2e+00
-4.067018e-02	0.000000e+00	1e+00
-1.970372e-02	0.000000e+00	2e+00
-6.722747e-02	0.000000e+00	1e+00
-1.241436e-01	0.000000e+00	2e+00
-4.960594e-02	0.000000e+00	1e+00
-2.653006e-02	0.000000e+00	2e+00
-2.259792e-02	0.000000e+00	1e+00
2.139920e-02	0.000000e+00	2e+00
-1.452919e-02	0.000000e+00	1e+00
-5.150670e-02	0.000000e+00	2e+00
1.313995e-02	0.000000e+00	1e+00
-1.182076e-02	0.000000e+00	2e+00
-1.105395e-01	0.000000e+00	1e+00
2.392163e-02	0.000000e+00	2e+00
-7.954156e-02	0.000000e+00	1e+00
-7.141945e-02	0.000000e+00	2e+00
-1.508242e-02	0.000000e+00	1e+00
-4.549128e-02	0.000000e+00	2e+00
1.225600e-01	0.000000e+00	1e+00
-6.835021e-02	0.000000e+00	2e+00
-8.005021e-02	0.000000e+00	1e+00
-2.794066e-02	0.000000e+00	2e+00
1.050286e-02	0.000000e+00	1e+00
-3.169485e-02	0.000000e+00	2e+00
-6.501866e-02	0.000000e+00	1e+00
8.433893e-03	0.000000e+00	2e+00
-1.734985e-02	0.000000e+00	1e+00
5.704280e-02	0.000000e+00	2e+00
-3.294334e-02	0.000000e+00	1e+00
6.071721e-02	0.000000e+00	2e+00
4.087093e-02	0.000000e+00	1e+00
1.288750e-02	0.000000e+00	2e+00
-7.050549e-02	0.000000e+00	1e+00
-8.928393e-02	0.000000e+00	2e+00
-8.021434e-02	0.000000e+00	1e+00
-3.977606e-03	0.000000e+00	2e+00
-5.631755e-02	0.000000e+00	1e+00
-5.796500e-02	0.000000e+00	2e+00
-4.286532e-03	0.000000e+00	1e+00
-5.533199e-02	0.000000e+00	2e+00
-1.804285e-03	0.000000e+00	1e+00
-1.205238e-01	0.000000e+00	2e+00
-5.347013e-03	0.000000e+00	1e+00
9.446098e-03	0.000000e+00	2e+00
1.476428e-02	0.000000e+00	1e+00
6.462031e-02	0.000000e+00	2e+00
-3.171150e-02	0.000000e+00	1e+00
-4.495685e-02	0.000000e+00	2e+00
1.570365e-03	0.000000e+00	1e+00
-5.179959e-02	0.000000e+00	2e+00
4.628561e-02	0.000000e+00	1e+00
-1.085369e-02	0.000000e+00	2e+00
-5.195909e-02	0.000000e+00	1e+00
-9.931030e-04	0.000000e+00	2e+00
3.640527e-03	0.000000e+00	1e+00
6.184525e-03	0.000000e+00	2e+00
8.411537e-02	0.000000e+00	1e+00
5.875636e-02	0.000000e+00	2e+00
8.003471e-02	0.000000e+00	1e+00
1.997690e-01	0.000000e+00	2e+00
-9.743700e-02	0.000000e+00	1e+00
-1.655266e-01	0.000000e+00	2e+00
-6.094077e-03	0.000000e+00	1e+00
-4.124368e-03	0.000000e+00	2e+00
-2.371688e-02	0.000000e+00	1e+00
2.119620e-02	0.000000e+00	2e+00
8.065799e-02	0.000000e+00	1e+00
1.280421e-01	0.000000e+00	2e+00
-1.229161e-01	0.000000e+00	1e+00
-9.979884e-03	0.000000e+00	2e+00
2.473068e-03	0.000000e+00	1e+00
-3.958046e-02	0.000000e+00	2e+00
3.591042e-02	0.000000e+00	1e+00
-6.153654e-03	0.000000e+00	2e+00
-8.478612e-02	0.000000e+00	1e+00
-9.268192e-03	0.000000e+00	2e+00
-5.021556e-02	0.000000e+00	1e+00
6.877393e-03	0.000000e+00	2e+00
-1.192984e-01	0.000000e+00	1e+00
